smiles,source_dataset
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,unique_smiles_B3DB_no_shared
COc1nc(Nc2cc(C(C)(C)n3nccn3)nn2C2CC2)ncc1Br,unique_smiles_CHEMBL_no_shared
Cc1oc(C#N)cc1C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1,unique_smiles_CHEMBL_no_shared
COc1ccc(Oc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2NC(=O)c2cc(OC)cc(OC)c2)cc1,unique_smiles_CHEMBL_no_shared
COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncc2cc[nH]c2n1,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2cnn(C3CCn4ccnc43)c2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
CN1CCN2CCCC2COc2ccc(F)c(c2)-c2cnn3ccc1nc23,unique_smiles_CHEMBL_no_shared
N#Cc1ccc(CNc2ccc3[nH]nc(-c4ccncc4)c3c2)cc1,unique_smiles_CHEMBL_no_shared
CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)(C)OC(C)=O)C21CO1,unique_smiles_B3DB_no_shared
CC1(C)C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,unique_smiles_B3DB_no_shared
CC1CN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CCO1,unique_smiles_CHEMBL_no_shared
Cc1n[nH]c2ncc(Nc3ccc(N4CCN(C)CC4)c(F)c3)cc12,unique_smiles_CHEMBL_no_shared
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,unique_smiles_B3DB_no_shared
CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,unique_smiles_B3DB_no_shared
Cc1n[nH]c2ccnc(NC3CCC3)c12,unique_smiles_CHEMBL_no_shared
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,unique_smiles_B3DB_no_shared
CCC(NC(=O)c1c(OCCNC(=O)C2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,unique_smiles_B3DB_no_shared
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5C4(F)C(O)CC3(C)C2(C(=O)CO)O1,unique_smiles_B3DB_no_shared
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,unique_smiles_B3DB_no_shared
CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,unique_smiles_CHEMBL_no_shared
CCc1cc(-c2c[nH]nc2-c2ccncc2)ccc1-c1cccc(S(N)(=O)=O)c1,unique_smiles_CHEMBL_no_shared
COCC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(CO)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
C=CCOc1ccc(CC(=O)O)cc1Cl,unique_smiles_B3DB_no_shared
O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O,unique_smiles_B3DB_no_shared
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,unique_smiles_B3DB_no_shared
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,unique_smiles_B3DB_no_shared
Cc1cccc(OC2CCNCC2O)c1C,unique_smiles_B3DB_no_shared
CCc1cc(-c2n[nH]c3ccnc(NC4CCOCC4)c23)nn1C,unique_smiles_CHEMBL_no_shared
CC1Oc2ccccc2CC1N(C)C,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2cc(C3CC3C(=O)OCC)nn2C2CC2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,unique_smiles_B3DB_no_shared
COc1cc(C(=O)N2CCOCC2)ccc1Nc1nc(NCC2CCCO2)c2cc[nH]c2n1,unique_smiles_CHEMBL_no_shared
O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,unique_smiles_B3DB_no_shared
O=C(c1ccc(-c2[nH]nc3ccnc(OC4CCOCC4)c23)cc1)N1CCOCC1,unique_smiles_CHEMBL_no_shared
CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O,unique_smiles_B3DB_no_shared
CC(C(=O)c1ccccc1)N(C)C,unique_smiles_B3DB_no_shared
Cc1nc(CC2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1,unique_smiles_CHEMBL_no_shared
CC(=O)OC1C=CC(C)=CCC(O)C=CC(C)=CC(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,unique_smiles_B3DB_no_shared
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,unique_smiles_B3DB_no_shared
COC(=O)CC(CC(C)C)c1c(O)c(C(=O)OC)c[nH]c1=O,unique_smiles_B3DB_no_shared
Cc1nc(C(C)(C)C(N)=O)sc1Nc1ncc(C(F)(F)F)c(NC2CC2)n1,unique_smiles_CHEMBL_no_shared
COc1nc(Nc2cn(C)nc2C)nc2[nH]cc(Cl)c12,unique_smiles_CHEMBL_no_shared
CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2Br)ncc1Cl,unique_smiles_CHEMBL_no_shared
Cc1ccc(CS(=O)(=O)NC(c2ccccn2)C2CC(O)C2)cc1,unique_smiles_B3DB_no_shared
Cc1nn(C2(C)CCNC2=O)cc1Nc1ncc(C(F)(F)F)c(C2CC2)n1,unique_smiles_CHEMBL_no_shared
[O-][S+](c1cccc(C(F)(F)F)c1)c1ccc2nnc(-c3ccccc3)n2n1,unique_smiles_CHEMBL_no_shared
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
Cc1c(C#N)cnc(C(=O)Nc2ccc3[nH]nc(C=Cc4ccccc4)c3c2)c1C,unique_smiles_CHEMBL_no_shared
CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,unique_smiles_CHEMBL_no_shared
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,unique_smiles_B3DB_no_shared
N#Cc1ccc2c(c1)CCC2Oc1ccc2[nH]nc(-c3cnco3)c2c1,unique_smiles_CHEMBL_no_shared
COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C,unique_smiles_B3DB_no_shared
CCn1cc(-c2ccc3cnn(-c4ccnc(N5CCOCC5)c4)c3c2)cn1,unique_smiles_CHEMBL_no_shared
COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,unique_smiles_B3DB_no_shared
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,unique_smiles_B3DB_no_shared
OC1CCC(COc2nc(Nc3cnn(C4COC4)c3)ncc2F)CC1,unique_smiles_CHEMBL_no_shared
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,unique_smiles_B3DB_no_shared
CN1C(=O)C2NC=NC2N(C)C1=O,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2sc(C(=O)N3CCC(F)(F)C3)nc2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
N#CCC1CC(n2c(C3CCC(F)CC3)nc3cnc4ccc(Cl)cc4c32)CCO1,unique_smiles_CHEMBL_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccnc(Br)c3)c2c1,unique_smiles_CHEMBL_no_shared
NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,unique_smiles_CHEMBL_no_shared
CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1,unique_smiles_B3DB_no_shared
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,unique_smiles_B3DB_no_shared
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,unique_smiles_B3DB_no_shared
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,unique_smiles_B3DB_no_shared
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,unique_smiles_B3DB_no_shared
CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(Cl)C12Cl,unique_smiles_B3DB_no_shared
NC(N)=NCC1COC2(CCCCC2)O1,unique_smiles_B3DB_no_shared
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,unique_smiles_CHEMBL_no_shared
CSc1sc(-c2cc[nH]n2)c2c1C(=O)NC(c1ccc(F)cc1)C2,unique_smiles_CHEMBL_no_shared
CC1(N2CCC(c3cc4c(cnn4-c4cnn(C(F)F)c4)cc3Cl)CC2)COC1,unique_smiles_CHEMBL_no_shared
CN(C1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,unique_smiles_CHEMBL_no_shared
Cc1cc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)ccn1,unique_smiles_CHEMBL_no_shared
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,unique_smiles_B3DB_no_shared
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,unique_smiles_B3DB_no_shared
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,unique_smiles_B3DB_no_shared
Cc1c(C#N)cccc1C(=O)Nc1cc(C)c2[nH]nc(-c3ccoc3)c2c1,unique_smiles_CHEMBL_no_shared
O=[N+]([O-])c1cc[nH]c1NCCSCc1ncccc1Br,unique_smiles_B3DB_no_shared
FC(F)(F)c1cccc(Nc2ccc3nnc(-c4ccccc4)n3n2)c1,unique_smiles_CHEMBL_no_shared
CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,unique_smiles_B3DB_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(N3CC(F)(F)C3)c2c1,unique_smiles_CHEMBL_no_shared
CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,unique_smiles_B3DB_no_shared
Cn1cnc2c1c(=O)[nH]c(=O)n2C,unique_smiles_B3DB_no_shared
COc1ncccc1-c1ccc2[nH]nc(-c3cc(N4CC(C)OC(C)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,unique_smiles_B3DB_no_shared
O=C(Nc1nc2c(Cl)cccc2s1)c1ccc(N2CCOCC2)cc1,unique_smiles_CHEMBL_no_shared
CCn1cc(Cl)c2cnc(Nc3cn(C4CCOCC4)nc3Cl)nc21,unique_smiles_CHEMBL_no_shared
Cc1c(C#N)cnc(C(=O)Nc2ccc3[nH]nc(C)c3c2)c1C,unique_smiles_CHEMBL_no_shared
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,unique_smiles_B3DB_no_shared
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,unique_smiles_B3DB_no_shared
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,unique_smiles_B3DB_no_shared
CC(=O)CC(=O)C12OC(C)(C)OC1CC1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,unique_smiles_B3DB_no_shared
CC1(Oc2ccc3[nH]nc(-c4cc(N5CCN(C(=O)CCOCCOCCOCCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)ncn4)c3c2)CC1,unique_smiles_CHEMBL_no_shared
CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1,unique_smiles_B3DB_no_shared
COCC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(CF)C4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,unique_smiles_B3DB_no_shared
Cc1cccc(Cl)c1NC(=O)C=C1SCC(=O)N1C,unique_smiles_B3DB_no_shared
CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1,unique_smiles_B3DB_no_shared
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,unique_smiles_B3DB_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3cnco3)c2c1,unique_smiles_CHEMBL_no_shared
COC(=O)c1cncn1C(C)c1ccccc1,unique_smiles_B3DB_no_shared
Fc1ccc2cc1-c1cnn3ccc(nc13)NCCN1CCOCC1CO2,unique_smiles_CHEMBL_no_shared
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,unique_smiles_B3DB_no_shared
CC(=O)N1CCN2CCNc3ccn4ncc(c4n3)-c3cc(ccc3F)OCC2C1,unique_smiles_CHEMBL_no_shared
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,unique_smiles_B3DB_no_shared
CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,unique_smiles_B3DB_no_shared
CCc1cc(-c2ccnc3[nH]cc(C#N)c23)ccc1CN1CCOCC1,unique_smiles_CHEMBL_no_shared
Oc1c(Cl)cc(Cl)cc1Cc1c(O)c(Cl)cc(Cl)c1Cl,unique_smiles_B3DB_no_shared
CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2ccnn2C2CC(O)C2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
Cc1cc(C#N)cnc1C(=O)Nc1ccc2[nH]nc(-c3ccn(C)n3)c2c1,unique_smiles_CHEMBL_no_shared
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,unique_smiles_B3DB_no_shared
CCNc1nc(Nc2cc(C(C)(C)OC)nn2C2CCC2)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2cccc(OCC(=O)O)c2)n1,unique_smiles_CHEMBL_no_shared
CC[N+](C)(CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCF)c3nsc(N)n3)C2SC1)CC(N)=O,unique_smiles_B3DB_no_shared
OCC(O)CN1CCN(c2ccccc2)CC1,unique_smiles_B3DB_no_shared
N#Cc1ccc(F)c(C(=O)Nc2ccc3[nH]nc(-c4cnn(C(F)F)c4)c3c2)c1F,unique_smiles_CHEMBL_no_shared
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,unique_smiles_B3DB_no_shared
CS(=O)(=O)N1CCC(n2cc(Nc3ncc4c(Cl)cn(C5CC5)c4n3)c(Cl)n2)CC1,unique_smiles_CHEMBL_no_shared
Cc1ccc(OCCNC(=O)C(C)SCc2ccccc2)cc1,unique_smiles_B3DB_no_shared
c1ccc2c(c1)CCCN2,unique_smiles_B3DB_no_shared
O=C1NC(=O)C2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)N1,unique_smiles_B3DB_no_shared
Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,unique_smiles_CHEMBL_no_shared
COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,unique_smiles_B3DB_no_shared
CC(C[N+](C)(C)C)OC(N)=O,unique_smiles_B3DB_no_shared
CC(O)C1C(=O)N2C(C(=O)O)=C(COC(N)=O)SC12,unique_smiles_B3DB_no_shared
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1OC1CC(N(C)C)C(O)C(C)O1)C(=O)c1cccc(O)c1C3=O,unique_smiles_B3DB_no_shared
COc1cnc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cn1,unique_smiles_CHEMBL_no_shared
C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,unique_smiles_B3DB_no_shared
O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,unique_smiles_CHEMBL_no_shared
FC(F)OC(F)(F)C(F)Cl,unique_smiles_B3DB_no_shared
COc1cc(C(=O)N2CCCC2)ccc1Nc1ncc(Cl)c(OC)n1,unique_smiles_CHEMBL_no_shared
NCC1(CC(=O)O)CCCCC1,unique_smiles_B3DB_no_shared
Clc1c(Nc2nc(C3CC3)c3nc[nH]c3n2)cnn1CC1CC1,unique_smiles_CHEMBL_no_shared
CCN(CC)C(C)C(=O)c1ccccc1,unique_smiles_B3DB_no_shared
COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,unique_smiles_B3DB_no_shared
CNc1nc(Nc2cnn3c2C(C)N(C)CC3)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
Cc1cnc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CN(C)CC2(F)F)cn1,unique_smiles_CHEMBL_no_shared
COc1cc(CNC(=O)C(C)Sc2ccc(C)cc2)ccc1OC(C)C,unique_smiles_B3DB_no_shared
CNc1nc(Nc2ccc(C(=O)N3CCC3)cc2OC)ncc1Cl,unique_smiles_CHEMBL_no_shared
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,unique_smiles_B3DB_no_shared
CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O,unique_smiles_B3DB_no_shared
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,unique_smiles_B3DB_no_shared
Fc1cnc(Nc2ccc(N3C4CCC3COC4)cc2)nc1OCC1CCNCC1(F)F,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2cnn(C3CCc4c(C)noc43)c2C)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CN(C)C1C(=O)C(C(=O)NCN2CCCC(C(=O)O)C2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,unique_smiles_B3DB_no_shared
CC1(C)OC(=O)NC1=O,unique_smiles_B3DB_no_shared
CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,unique_smiles_B3DB_no_shared
CC(C)(C)Nc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,unique_smiles_CHEMBL_no_shared
CC(C)(O)C1CCN(c2cc(-n3ncc4cnc(C5(C#N)CC56CC6)cc43)ccn2)C1,unique_smiles_CHEMBL_no_shared
CC(C)N1CCOC(c2ccc(C(F)(F)F)cc2)C1,unique_smiles_B3DB_no_shared
Cc1nccc(COC(=O)N2CC3C(CNC(=O)c4ccc5[nH]nnc5c4)C3C2)n1,unique_smiles_CHEMBL_no_shared
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccc(Cl)cc12,unique_smiles_CHEMBL_no_shared
CCCCC(C)C,unique_smiles_B3DB_no_shared
CCSc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C#N,unique_smiles_CHEMBL_no_shared
CC1CN(c2ccc(Nc3ncc(F)c(OCC4CCC(OC(F)F)CC4)n3)cc2)CC(C)O1,unique_smiles_CHEMBL_no_shared
CCCC1OC1(CC)C(N)=O,unique_smiles_B3DB_no_shared
CSc1sc(-c2cc[nH]n2)c2c1C(=O)NC(c1cccnc1)C2,unique_smiles_CHEMBL_no_shared
NC(=O)CN1CC(O)CC1=O,unique_smiles_B3DB_no_shared
Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCC(F)(F)C5)ncn4)c3c2)cn1,unique_smiles_CHEMBL_no_shared
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,unique_smiles_B3DB_no_shared
CC(C)(C(=O)c1cccnc1)c1cccnc1,unique_smiles_B3DB_no_shared
COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,unique_smiles_CHEMBL_no_shared
Cn1cc(-c2ccc3cnn(-c4ccnc(N5CCC(F)C5)c4)c3c2)cn1,unique_smiles_CHEMBL_no_shared
Cn1cc(C2CC2C(=O)Nc2cc3cc(C4CCN(C5(C)COCC5O)CC4)c(Cl)cc3cn2)cn1,unique_smiles_CHEMBL_no_shared
CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCN(C(=O)c5ccco5)CC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,unique_smiles_B3DB_no_shared
O=C(NC(CCO)c1ccccc1)c1ccc(-c2ccncc2)cc1,unique_smiles_CHEMBL_no_shared
CCN(CC)c1cc(-c2n[nH]c3ccc(OC4(C)CC4)cc23)ncn1,unique_smiles_CHEMBL_no_shared
CC(C)Oc1ccc2[nH]nc(-c3cc(N4CCC(O)(C(F)(F)F)CC4)ncn3)c2c1,unique_smiles_CHEMBL_no_shared
CC(C)C(CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,unique_smiles_B3DB_no_shared
COc1ccc(Cl)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,unique_smiles_CHEMBL_no_shared
Cc1n[nH]c2ccnc(N(C)C3CCCCC3)c12,unique_smiles_CHEMBL_no_shared
C=C(C(=O)COC(=O)c1ccncc1)C1(C)CC(O)C2C(CCC3=CC(=O)CCC32C)C12COC(C=CC)O2,unique_smiles_B3DB_no_shared
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,unique_smiles_B3DB_no_shared
CC1(C)SC2C(NC(=O)C(N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2C1C(=O)O,unique_smiles_B3DB_no_shared
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,unique_smiles_B3DB_no_shared
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,unique_smiles_B3DB_no_shared
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,unique_smiles_B3DB_no_shared
CC1(Oc2cc3c(-c4cc(N5CCn6ncnc6C5)ncn4)n[nH]c3cc2F)CC1,unique_smiles_CHEMBL_no_shared
COc1ccc(N2CCOC2=O)cc1-c1ccc2c(NC(C)C3CC3)c(C(N)=O)nnc2c1,unique_smiles_CHEMBL_no_shared
CC(=O)N1CC2(CC(COc3nc(Nc4ccc(N5CC(C)OC(C)C5)cc4)ncc3F)C2)C1,unique_smiles_CHEMBL_no_shared
CN1CC(CC#N)CC2c3cccc4[nH]cc(c34)CC21,unique_smiles_B3DB_no_shared
Cc1c(Nc2nc(C3CC3)c3cc[nH]c3n2)cnn1C(CF)CF,unique_smiles_CHEMBL_no_shared
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,unique_smiles_B3DB_no_shared
N=c1nc(N2CCCCC2)cc(N)n1O,unique_smiles_B3DB_no_shared
CN(C)CCCN1c2ccccc2Sc2ccccc21,unique_smiles_B3DB_no_shared
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,unique_smiles_B3DB_no_shared
CC(=O)OCC(=O)C1(O)CCC2C3CC(Cl)C4=CC(=O)C=CC4(C)C3C(=O)CC21C,unique_smiles_B3DB_no_shared
CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,unique_smiles_B3DB_no_shared
CNc1nc(Nc2ccc(C(=O)N(C)CCOC)cc2OC)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
CCNc1nc(Nc2ccc(S(C)(=O)=O)c3c2OCCO3)ncc1C(F)(F)F,unique_smiles_CHEMBL_no_shared
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,unique_smiles_B3DB_no_shared
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,unique_smiles_B3DB_no_shared
CCS(=O)(=O)C1C(c2ccc3c(c2)OCO3)C1(C#N)C#N,unique_smiles_B3DB_no_shared
CC(Nc1c(C(N)=O)nnc2cc(-c3cnn(C)c3)ccc12)C1CC1,unique_smiles_CHEMBL_no_shared
CC1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,unique_smiles_CHEMBL_no_shared
N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1F,unique_smiles_CHEMBL_no_shared
COc1ccc(S(C)(=O)=O)cc1-c1ccc2c(NC(C)C3CC3)c(C(N)=O)nnc2c1,unique_smiles_CHEMBL_no_shared
Cc1ccc(-c2cc[nH]c2)cc1-c1ccc2nc(NC(=O)C3CC3F)cn2c1,unique_smiles_CHEMBL_no_shared
CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,unique_smiles_B3DB_no_shared
CCCN1CCCC2Cc3nc(N)ncc3CC21,unique_smiles_B3DB_no_shared
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,unique_smiles_B3DB_no_shared
Cc1n[nH]c(C)c1-c1ccc2c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)n[nH]c2c1,unique_smiles_CHEMBL_no_shared
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,unique_smiles_B3DB_no_shared
Cc1cc(-c2n[nH]c3ccc(NC(=O)c4ncc(C#N)cc4C)cc23)ccc1F,unique_smiles_CHEMBL_no_shared
